tfidfScore,skillScore,matchedCount,missingCount,experienceYears,programmingScore,backendScore,frontendScore,databaseScore,cloudScore,devopsScore,label
2.661,35.5,31.0,31.0,2.2,26.51,23.26,38.42,9.49,9.53,95.46,0
3.619,6.942,13.0,25.0,9.5,43.2,11.55,83.59,39.0,11.94,33.31,0
13.823,51.906,27.0,21.0,4.6,99.9,32.61,14.86,40.66,78.31,56.52,1
6.19,6.761,23.0,3.0,5.2,22.03,22.04,45.62,57.7,35.01,40.37,0
10.928,80.036,14.0,30.0,7.1,10.32,92.53,49.24,15.22,22.44,39.62,1
15.103,23.371,21.0,17.0,7.1,58.5,86.8,3.66,17.66,35.28,19.34,1
20.712,54.001,29.0,23.0,0.8,48.85,49.97,19.57,28.54,64.53,53.71,1
1.179,88.008,3.0,22.0,10.0,52.42,6.13,82.67,95.59,54.68,84.94,1
23.982,65.088,12.0,21.0,2.1,66.69,71.46,83.08,73.41,74.36,4.95,1
18.837,53.296,22.0,1.0,8.7,26.71,62.34,29.24,66.17,33.91,88.92,1
2.453,32.433,7.0,30.0,9.3,91.07,97.06,87.49,81.7,45.2,66.55,1
26.207,33.3,17.0,10.0,8.6,43.57,55.9,77.18,12.76,10.2,61.67,1
27.626,66.949,11.0,27.0,6.9,12.91,33.64,41.79,85.93,7.31,62.59,1
1.832,99.414,30.0,31.0,0.2,74.23,51.9,74.84,59.48,46.23,29.63,1
8.306,66.184,13.0,4.0,4.3,64.31,97.93,96.13,33.53,30.16,41.51,1
24.186,55.778,33.0,9.0,7.3,31.57,69.64,45.9,81.59,61.28,79.93,1
22.448,73.065,17.0,23.0,4.6,62.15,67.2,23.84,80.26,4.3,30.64,1
5.536,46.521,33.0,22.0,10.4,21.99,24.07,94.18,84.57,12.18,47.0,1
6.28,6.014,10.0,16.0,3.7,44.48,74.36,60.37,11.55,86.52,1.96,0
11.114,56.23,11.0,0.0,3.5,89.94,75.03,10.53,96.94,56.63,73.36,1
14.536,95.763,14.0,30.0,3.2,13.35,31.73,57.27,95.96,71.21,41.77,1
18.548,17.53,30.0,30.0,4.0,38.67,48.37,50.06,35.75,84.2,52.54,0
11.067,69.0,28.0,33.0,6.7,82.11,29.46,85.56,6.59,46.38,11.47,1
13.876,20.093,25.0,8.0,8.5,96.95,25.87,53.07,16.71,76.11,99.17,0
22.424,53.583,17.0,21.0,8.0,45.39,2.59,25.52,99.28,52.46,30.25,1
1.1,9.668,31.0,12.0,9.7,50.7,28.52,67.56,56.3,22.27,63.5,0
7.573,45.037,21.0,24.0,10.6,57.22,55.4,54.26,35.66,33.77,58.12,1
21.4,75.616,16.0,17.0,9.8,93.23,0.16,23.3,28.82,49.04,78.51,1
26.856,34.757,22.0,11.0,0.2,85.82,28.32,57.36,25.7,31.69,29.38,1
15.35,66.491,23.0,16.0,8.8,17.06,88.14,82.15,66.42,33.55,75.59,1
15.963,79.545,7.0,14.0,2.5,43.68,59.36,2.86,41.94,33.74,38.25,1
3.215,92.718,5.0,14.0,1.6,46.4,60.79,63.09,96.54,12.28,41.12,1
13.422,23.464,4.0,14.0,7.7,78.91,40.34,34.96,68.38,8.46,67.27,0
15.979,39.932,28.0,12.0,3.8,60.29,67.65,29.27,79.2,4.65,78.43,1
7.274,15.242,27.0,16.0,0.7,65.42,18.99,39.26,29.27,11.1,66.69,0
8.077,99.248,10.0,31.0,1.7,99.82,81.87,34.2,7.92,34.37,89.99,1
11.319,92.7,0.0,8.0,0.0,7.5,11.67,83.22,48.78,59.39,28.52,1
0.602,53.996,18.0,19.0,10.8,22.3,65.6,27.48,31.46,18.81,90.06,1
9.662,84.203,8.0,25.0,0.3,40.79,34.11,73.32,20.21,88.8,13.09,1
6.343,52.096,26.0,26.0,2.5,34.78,74.75,9.41,95.26,80.84,65.95,1
9.825,62.359,33.0,20.0,5.0,2.16,54.98,95.14,44.4,52.05,54.76,1
3.593,8.912,3.0,17.0,4.3,9.18,45.24,62.23,17.47,72.42,49.46,0
26.716,75.527,17.0,12.0,10.9,68.1,16.94,70.67,19.87,36.63,31.09,1
17.808,12.771,14.0,15.0,0.5,87.93,63.68,29.8,28.07,3.68,50.37,0
20.373,82.607,12.0,8.0,6.1,51.42,97.48,41.21,99.93,90.43,16.18,1
23.675,78.203,18.0,11.0,8.2,53.92,82.56,22.38,26.8,12.78,36.93,1
14.953,70.874,5.0,18.0,11.2,25.51,6.0,93.25,32.88,94.79,9.87,1
2.608,3.616,11.0,6.0,7.4,76.79,37.62,48.81,65.93,57.19,57.18,0
16.113,30.313,16.0,17.0,9.6,75.18,92.56,63.04,29.4,30.56,9.58,1
17.605,26.311,22.0,15.0,1.0,58.84,50.3,73.43,21.58,49.55,16.03,0
22.363,36.014,25.0,3.0,4.6,21.27,66.21,37.11,15.86,50.16,8.55,1
12.95,8.764,28.0,24.0,4.5,9.7,91.26,72.01,31.27,2.33,38.13,0
3.827,93.696,32.0,31.0,10.6,6.42,87.38,67.6,10.59,35.55,84.2,1
8.513,55.38,26.0,12.0,1.8,59.27,50.18,70.57,1.86,73.99,90.69,1
10.892,30.552,24.0,16.0,1.8,82.5,43.76,48.92,80.46,51.01,7.19,0
19.378,39.698,9.0,5.0,3.9,85.83,33.97,38.29,13.79,24.42,63.46,1
17.123,44.72,22.0,18.0,0.7,46.36,71.9,22.21,77.6,33.51,68.44,1
10.683,60.059,20.0,12.0,2.2,78.43,28.7,82.46,79.75,86.31,53.38,1
29.595,51.568,20.0,25.0,11.6,94.69,24.99,60.84,53.79,52.55,66.7,1
18.173,91.939,12.0,13.0,5.1,27.52,35.62,44.44,30.97,52.84,23.37,1
7.117,49.696,32.0,30.0,7.6,39.8,17.72,94.4,14.5,96.15,48.96,1
3.053,99.216,23.0,3.0,8.7,93.15,69.51,4.78,73.68,32.09,39.09,1
4.586,85.142,10.0,7.0,4.4,33.82,61.62,85.02,60.14,47.95,8.97,1
7.379,20.851,16.0,24.0,1.8,91.39,48.29,99.76,65.55,81.17,62.56,0
4.82,93.06,3.0,12.0,2.5,98.1,39.03,88.69,0.87,75.89,49.52,1
5.597,11.637,24.0,31.0,3.8,66.18,90.91,81.04,92.75,26.58,27.52,0
8.553,81.745,29.0,27.0,7.6,81.69,2.91,37.43,6.63,15.11,47.37,1
5.201,38.062,8.0,29.0,4.8,74.95,76.91,23.13,36.68,70.07,77.53,1
26.903,87.797,20.0,2.0,0.1,69.95,90.19,73.49,40.27,25.77,80.17,1
2.407,86.806,19.0,27.0,6.3,30.69,44.64,30.46,0.14,92.27,64.95,1
15.735,80.593,18.0,2.0,11.1,5.71,55.07,17.6,49.71,12.92,46.77,1
12.312,79.003,18.0,33.0,9.7,34.31,94.45,78.65,75.28,31.83,57.57,1
29.471,30.468,11.0,15.0,9.9,66.69,21.23,31.25,82.33,5.48,38.5,1
3.361,8.092,16.0,21.0,9.5,10.25,52.01,91.44,87.94,70.33,12.66,0
11.936,40.298,27.0,31.0,3.9,1.19,47.47,84.06,48.77,89.13,38.56,1
29.084,17.352,17.0,7.0,9.2,13.97,25.84,84.76,63.06,63.59,53.03,1
25.965,69.495,13.0,7.0,1.7,71.57,81.86,77.16,7.95,93.78,59.88,1
24.512,34.61,6.0,5.0,7.9,97.28,89.96,88.09,48.8,12.85,93.58,1
7.737,97.561,12.0,13.0,7.7,98.31,78.19,80.57,15.48,8.77,77.73,1
5.127,64.097,17.0,31.0,0.3,49.4,19.54,60.25,36.96,83.84,15.2,1
20.059,82.248,12.0,9.0,9.5,86.94,8.67,29.58,32.93,85.55,17.42,1
27.881,13.252,30.0,2.0,10.8,73.68,60.54,88.82,42.35,83.1,10.05,0
16.703,86.201,1.0,11.0,3.2,50.1,5.71,84.06,57.16,79.9,73.82,1
17.148,92.276,15.0,30.0,9.7,57.28,67.28,47.29,90.29,36.22,70.61,1
8.399,48.706,8.0,28.0,1.0,13.72,53.04,3.91,39.45,21.75,98.64,1
23.085,60.625,8.0,4.0,7.2,93.77,66.28,63.85,98.11,92.88,52.2,1
5.611,76.481,10.0,24.0,5.8,35.19,59.02,5.06,75.9,30.7,82.64,1
9.71,17.484,21.0,30.0,6.6,44.61,42.27,92.63,51.15,39.84,57.64,0
12.763,50.257,32.0,20.0,11.1,67.17,20.09,96.16,64.4,69.96,87.41,1
15.228,39.866,22.0,19.0,10.5,33.39,30.57,18.95,10.22,29.34,72.1,1
7.272,14.637,33.0,21.0,9.4,25.43,52.45,67.64,84.45,81.91,64.29,0
3.445,36.753,8.0,3.0,3.3,63.1,65.19,9.23,58.24,7.0,56.51,1
18.319,6.817,23.0,12.0,10.9,2.5,77.95,72.95,98.61,79.12,72.3,0
8.659,2.581,7.0,19.0,1.2,72.07,76.72,34.73,63.64,60.19,41.97,0
17.437,13.517,6.0,12.0,10.2,51.4,97.27,68.11,83.41,57.3,9.66,0
4.631,96.312,17.0,16.0,3.9,60.58,28.58,37.29,79.98,45.84,4.0,1
14.434,54.953,2.0,32.0,0.6,63.19,7.11,14.56,34.55,27.7,47.9,1
15.978,96.582,27.0,0.0,8.0,52.71,34.57,40.61,25.96,46.41,59.93,1
1.555,43.25,5.0,14.0,2.8,58.25,74.33,11.27,43.05,45.0,7.88,1
10.098,31.182,20.0,12.0,2.9,68.38,43.81,57.69,46.72,58.38,28.69,0
4.032,50.614,27.0,16.0,3.7,75.31,81.78,4.1,24.01,28.16,32.2,1
1.901,43.951,0.0,23.0,0.8,72.75,54.93,52.73,89.46,7.76,56.28,0
29.699,10.566,20.0,7.0,2.1,86.96,92.98,88.64,54.25,14.51,27.85,0
9.671,64.083,12.0,26.0,0.1,18.94,94.79,83.79,97.84,69.92,9.56,1
24.296,21.604,9.0,22.0,5.3,40.11,6.93,88.28,81.0,2.25,16.49,1
7.639,61.959,9.0,7.0,1.0,94.78,45.64,92.2,55.57,85.64,17.39,1
20.445,65.02,12.0,7.0,8.2,39.66,60.97,10.45,94.7,69.44,84.27,1
22.807,15.202,23.0,25.0,2.8,12.49,25.59,12.87,50.49,76.81,28.43,0
17.869,6.135,1.0,12.0,11.3,52.54,40.71,55.7,88.71,83.6,71.47,0
14.147,78.076,21.0,27.0,10.5,10.95,67.77,89.4,35.81,12.27,56.78,1
12.355,45.98,16.0,24.0,3.5,20.29,22.67,97.43,37.86,82.25,97.7,1
10.466,5.816,13.0,15.0,9.4,99.83,60.2,4.63,41.81,50.46,27.28,0
27.886,99.487,9.0,1.0,9.6,54.14,69.74,35.58,54.66,88.55,15.84,1
24.919,5.778,24.0,17.0,11.8,28.41,9.05,21.29,55.35,88.66,5.2,0
28.951,69.504,2.0,16.0,7.2,99.48,49.75,75.6,49.64,2.42,24.1,1
3.729,98.368,16.0,29.0,1.0,96.66,26.31,64.02,30.6,38.29,68.41,1
21.926,23.918,11.0,12.0,7.8,44.07,72.44,11.99,92.72,52.64,8.53,1
28.15,14.225,23.0,31.0,7.5,26.04,18.96,48.35,58.86,67.84,24.47,0
5.437,12.138,28.0,28.0,7.7,83.84,89.22,68.54,40.77,28.62,85.53,0
1.995,30.328,24.0,29.0,3.7,71.56,43.09,77.9,65.12,25.21,58.3,0
22.234,10.105,25.0,17.0,10.3,68.69,19.8,2.01,76.8,38.13,6.95,0
17.234,69.216,0.0,12.0,11.5,89.31,43.8,89.05,96.07,50.09,4.77,1
25.255,6.229,19.0,20.0,2.6,68.94,40.87,56.93,49.95,95.11,6.11,0
4.193,50.942,27.0,29.0,1.1,28.38,42.89,81.19,11.21,76.21,94.19,1
23.858,99.67,15.0,20.0,2.3,69.39,58.56,80.79,44.08,42.93,84.99,1
6.049,81.397,16.0,16.0,9.8,30.58,52.12,18.99,47.9,5.44,84.49,1
4.91,61.522,27.0,18.0,8.1,75.92,14.98,11.02,89.7,16.85,92.42,1
4.928,30.625,11.0,14.0,7.6,61.97,6.56,72.13,39.48,45.59,50.53,1
24.437,62.39,26.0,8.0,4.8,7.74,72.94,15.64,95.33,81.38,24.73,1
19.956,52.704,29.0,9.0,6.9,51.28,55.97,84.99,48.51,38.07,40.13,1
15.692,42.608,33.0,30.0,3.7,34.33,35.9,72.62,97.38,53.85,71.89,1
10.765,13.071,5.0,22.0,5.7,32.86,80.84,84.18,0.82,89.18,87.6,0
26.316,88.66,6.0,29.0,9.5,60.23,38.81,29.9,89.88,91.38,43.51,1
11.773,44.978,31.0,32.0,11.8,32.23,79.6,31.66,93.11,21.58,53.54,1
24.498,19.462,31.0,8.0,11.2,77.69,30.58,67.12,96.1,4.36,93.18,1
13.174,36.776,24.0,0.0,11.2,7.08,7.28,3.14,1.31,30.54,10.75,1
11.308,41.413,32.0,10.0,4.8,66.04,93.26,72.65,17.17,69.58,86.23,1
13.88,82.754,6.0,33.0,5.6,80.92,39.46,83.58,65.38,95.11,15.93,1
9.041,73.361,11.0,15.0,8.5,67.28,79.27,41.52,2.55,7.7,48.39,1
22.428,76.93,15.0,8.0,11.1,49.72,27.91,76.49,6.36,2.85,21.84,1
15.082,1.103,15.0,31.0,1.7,95.03,64.64,17.46,22.11,88.41,60.29,0
6.966,41.615,12.0,14.0,3.7,29.99,87.33,32.23,51.24,74.81,55.86,1
26.987,48.134,6.0,11.0,1.7,1.92,4.16,97.43,54.59,99.22,38.0,1
11.517,1.919,8.0,32.0,7.3,43.2,83.06,98.63,3.43,39.68,86.33,0
16.307,25.981,31.0,13.0,3.7,3.3,57.13,51.26,17.04,41.61,65.98,0
27.194,76.029,10.0,7.0,3.9,95.39,60.75,93.43,49.97,17.23,72.12,1
18.727,13.711,7.0,7.0,0.9,20.99,52.32,52.27,59.39,11.58,15.07,0
3.507,53.531,32.0,26.0,4.2,78.89,87.45,29.16,14.84,57.87,88.32,1
28.195,21.52,22.0,11.0,10.3,77.46,4.34,26.69,39.88,36.43,16.7,1
18.831,1.212,24.0,0.0,2.8,21.77,26.1,92.95,90.44,8.03,22.28,0
10.047,24.12,7.0,10.0,8.3,62.12,87.58,17.24,99.89,88.7,12.81,0
4.178,97.587,21.0,30.0,7.6,4.81,75.23,57.96,98.72,19.84,44.04,1
23.821,80.154,3.0,16.0,10.4,48.36,1.76,55.55,88.17,74.86,88.77,1
18.602,95.958,2.0,32.0,1.6,1.46,51.7,73.96,39.47,28.22,25.24,1
16.004,48.785,28.0,31.0,11.7,92.11,52.96,49.92,68.66,81.29,37.38,1
26.817,10.974,28.0,28.0,7.0,97.61,40.09,27.23,41.66,11.84,84.61,0
23.658,54.796,33.0,20.0,11.9,22.23,29.74,16.94,64.85,75.61,61.78,1
4.55,45.438,33.0,20.0,10.9,20.81,68.17,62.08,30.94,9.81,75.16,1
9.352,84.436,27.0,22.0,2.7,75.37,20.78,71.9,60.62,44.69,21.4,1
7.455,9.808,12.0,5.0,0.7,25.34,79.89,56.95,52.38,73.4,71.65,0
22.318,48.824,14.0,21.0,3.1,89.51,80.3,73.84,2.45,17.32,22.76,1
1.006,15.005,22.0,7.0,6.3,57.39,41.53,14.15,79.07,28.57,98.73,0
17.097,32.468,25.0,10.0,2.1,35.08,28.35,88.25,1.19,86.48,55.99,1
22.874,73.736,3.0,23.0,2.0,83.27,28.39,58.24,29.32,88.51,69.56,1
26.303,47.602,25.0,20.0,5.6,49.34,48.23,12.68,0.59,4.49,11.84,1
10.262,37.589,8.0,1.0,0.4,91.16,71.96,46.19,37.62,16.81,25.07,0
24.638,39.448,4.0,18.0,1.5,92.8,35.89,84.48,6.32,11.75,13.97,1
3.319,45.945,31.0,27.0,5.0,16.54,61.0,89.76,91.35,17.97,39.02,1
25.394,78.502,19.0,16.0,0.8,0.23,38.25,26.46,41.57,97.02,28.41,1
3.825,89.208,10.0,5.0,4.8,98.39,30.45,71.13,45.95,55.17,73.29,1
11.919,95.533,14.0,18.0,5.7,90.61,2.49,10.0,34.99,46.81,10.87,1
23.919,78.69,31.0,27.0,5.4,5.54,0.39,3.35,62.75,98.45,75.21,1
4.498,31.541,27.0,1.0,10.4,83.3,22.72,56.04,78.44,55.7,4.57,1
6.878,68.813,21.0,3.0,6.4,45.78,40.64,69.48,64.81,66.11,20.2,1
21.668,43.76,16.0,21.0,5.6,25.9,85.13,79.58,74.82,33.28,79.2,1
21.601,25.467,25.0,25.0,4.9,87.87,79.85,34.02,90.6,38.21,74.28,1
19.234,84.087,6.0,12.0,9.8,19.67,26.72,0.65,86.35,59.44,47.63,1
20.818,3.843,25.0,31.0,10.7,94.73,24.45,47.95,67.41,6.98,5.0,0
16.282,90.176,24.0,16.0,10.2,20.56,22.73,1.59,21.46,25.59,60.99,1
7.554,46.148,9.0,18.0,8.1,61.37,33.92,9.2,63.77,19.68,40.67,1
10.371,63.72,18.0,27.0,1.6,22.31,49.82,32.67,50.61,1.59,31.65,1
5.448,65.935,10.0,0.0,3.3,54.57,43.87,43.72,71.72,53.69,64.04,1
27.254,89.512,12.0,17.0,0.6,68.4,21.83,27.95,83.29,56.11,43.66,1
17.502,63.667,7.0,32.0,11.2,19.02,13.05,58.19,74.27,38.39,9.24,1
12.026,61.393,3.0,11.0,7.9,52.09,1.26,5.53,84.66,26.87,91.6,1
13.86,6.665,30.0,7.0,9.0,46.91,15.4,14.46,6.39,65.21,77.85,0
28.419,51.841,27.0,23.0,3.7,7.1,70.54,69.53,3.16,13.47,5.64,1
4.601,15.017,10.0,15.0,10.1,81.83,24.36,14.21,25.85,51.86,52.51,0
17.587,73.743,0.0,3.0,3.1,33.57,46.86,63.98,90.07,76.81,8.34,1
15.177,51.222,23.0,26.0,0.0,57.46,59.13,5.47,82.37,16.43,83.73,1
18.344,68.023,30.0,8.0,4.5,51.48,88.68,40.74,68.27,75.33,61.3,1
0.543,4.167,25.0,15.0,6.8,51.33,88.89,17.74,70.08,76.08,17.24,0
26.164,8.479,4.0,11.0,5.7,10.72,74.57,10.96,72.67,5.99,2.07,0
27.964,71.632,19.0,30.0,10.3,42.35,3.52,56.7,94.26,1.88,3.16,1
16.954,7.208,10.0,23.0,1.3,45.24,57.51,92.83,83.22,97.39,50.74,0
20.9,7.126,32.0,13.0,6.6,73.36,78.66,5.48,62.34,19.34,73.44,0
27.675,1.211,26.0,24.0,6.2,84.0,1.73,42.16,66.57,82.21,12.08,0
21.217,95.65,33.0,33.0,3.4,54.5,54.97,70.75,21.37,56.19,22.13,1
4.576,73.751,14.0,2.0,9.9,8.68,85.78,46.27,65.73,26.45,32.73,1
17.289,35.325,31.0,23.0,9.0,23.68,47.41,80.65,42.47,13.0,21.81,1
18.201,29.654,20.0,8.0,8.8,16.49,0.41,17.96,15.3,49.67,39.13,1
12.724,34.97,4.0,25.0,10.5,12.46,1.1,95.96,80.64,40.74,55.96,1
22.093,77.465,5.0,19.0,8.7,36.59,41.66,38.52,51.02,69.89,68.49,1
28.031,66.137,21.0,9.0,2.8,22.94,15.5,34.16,97.74,90.42,96.38,1
27.767,18.52,17.0,18.0,8.5,21.83,66.45,87.46,28.17,80.52,93.08,1
13.525,17.411,13.0,2.0,3.7,5.47,70.88,56.39,48.07,27.45,57.01,0
3.397,9.84,9.0,23.0,2.9,1.77,17.79,51.64,44.8,87.89,73.42,0
29.545,66.03,12.0,4.0,0.9,10.28,88.85,72.7,12.08,83.34,95.09,1
25.167,76.437,30.0,2.0,8.9,17.22,44.19,57.98,42.61,92.91,8.35,1
3.74,26.505,29.0,26.0,8.5,43.1,14.28,16.25,28.76,45.87,0.56,0
27.625,2.094,2.0,15.0,2.8,51.05,76.43,67.42,16.03,76.86,2.98,0
26.097,8.217,29.0,14.0,9.0,14.06,79.0,13.35,28.22,59.17,56.33,0
15.565,96.786,5.0,11.0,11.0,42.48,63.93,80.59,23.33,31.05,76.28,1
17.738,29.544,28.0,25.0,1.3,34.17,85.35,98.97,73.41,99.44,36.71,0
11.97,76.922,7.0,33.0,2.8,18.34,73.74,37.74,3.08,3.83,54.52,1
1.643,62.466,32.0,22.0,9.0,0.68,88.22,44.48,61.75,16.23,51.64,1
10.056,38.194,16.0,30.0,3.3,46.7,43.39,4.64,76.07,89.25,9.48,1
24.086,20.569,10.0,19.0,7.5,68.57,74.76,1.37,48.07,6.06,32.16,1
0.139,12.139,12.0,11.0,1.0,22.63,99.98,92.14,93.16,88.68,1.94,0
10.005,61.501,10.0,22.0,5.4,13.18,72.49,12.86,70.79,71.52,11.07,1
11.945,77.463,30.0,3.0,8.9,88.7,11.42,44.58,74.79,3.67,81.19,1
16.122,64.39,27.0,22.0,8.2,27.5,51.83,81.54,19.69,42.93,82.94,1
27.596,53.03,5.0,0.0,9.8,22.36,58.73,88.93,77.73,75.45,80.19,1
10.39,4.195,15.0,24.0,10.5,85.71,17.42,51.94,83.21,58.31,72.68,0
10.409,96.849,3.0,1.0,9.3,81.71,96.29,56.5,36.13,93.59,79.33,1
22.125,79.871,25.0,29.0,8.1,44.83,17.56,66.97,21.34,86.76,67.1,1
13.567,29.282,11.0,2.0,0.4,48.92,17.76,96.14,38.51,33.26,66.98,0
6.738,97.997,10.0,20.0,6.4,21.77,91.52,60.27,73.96,8.46,66.74,1
13.573,60.188,24.0,24.0,0.5,7.83,46.52,55.95,41.76,94.43,51.4,1
4.226,58.242,17.0,19.0,9.7,57.34,6.32,1.45,73.67,51.73,36.33,1
5.292,74.807,18.0,21.0,3.8,9.83,59.82,8.09,11.36,7.44,73.02,1
14.951,81.177,22.0,20.0,6.7,44.93,60.18,57.72,80.6,81.66,29.86,1
12.568,65.648,17.0,32.0,3.4,94.05,6.45,93.62,25.32,86.85,54.29,1
27.445,12.81,25.0,14.0,9.4,95.28,97.25,86.67,24.89,63.94,43.34,0
10.872,33.827,5.0,14.0,10.6,23.93,54.4,98.26,59.04,44.75,27.66,1
17.418,92.808,3.0,24.0,4.8,62.41,55.98,52.78,7.01,66.22,97.47,1
18.968,22.462,28.0,20.0,10.4,47.41,52.01,78.79,2.63,70.67,25.88,1
0.393,37.217,33.0,23.0,3.2,87.57,61.07,84.04,26.1,89.3,30.93,0
19.906,43.208,16.0,4.0,6.4,27.14,26.43,64.8,53.81,95.59,16.16,1
5.341,43.94,15.0,5.0,10.3,0.37,28.72,33.87,90.76,51.43,82.3,1
28.832,61.294,1.0,22.0,3.9,16.26,51.13,47.0,84.64,79.85,58.66,1
4.46,94.308,33.0,3.0,11.4,34.95,80.67,85.79,49.04,96.45,61.3,1
12.439,24.069,7.0,26.0,1.5,31.57,4.99,29.85,3.71,15.12,82.06,0
2.56,12.15,12.0,17.0,0.2,79.14,60.34,92.37,53.53,1.83,34.29,0
29.906,19.747,7.0,20.0,10.8,68.06,80.68,22.98,70.48,86.9,19.36,1
15.066,88.692,29.0,27.0,0.8,29.96,15.69,74.95,33.92,19.53,19.84,1
17.862,64.581,31.0,21.0,11.9,45.77,1.5,63.06,11.11,4.25,73.26,1
2.012,28.591,29.0,22.0,11.4,9.56,31.27,74.96,27.86,16.01,61.41,0
22.499,81.595,0.0,2.0,1.6,89.81,58.81,43.73,77.16,38.41,20.63,1
6.297,86.137,16.0,9.0,6.5,93.54,13.83,93.26,35.12,21.93,14.51,1
26.942,84.651,19.0,24.0,2.2,97.98,42.61,63.25,81.2,30.53,12.07,1
6.154,91.893,23.0,7.0,5.1,86.86,55.23,28.83,31.95,97.53,62.78,1
5.721,25.224,21.0,10.0,0.7,17.4,59.89,63.85,16.36,70.44,0.01,0
1.096,75.504,28.0,4.0,2.7,4.62,27.44,28.68,43.58,71.22,1.83,1
14.162,46.054,21.0,28.0,4.4,57.96,40.0,29.36,45.23,9.47,38.96,1
16.945,84.2,8.0,4.0,5.3,91.26,77.83,39.96,1.61,73.21,69.13,1
1.971,72.849,9.0,8.0,11.7,17.74,94.12,85.24,11.7,73.93,69.5,1
23.266,77.645,27.0,1.0,9.7,0.7,86.19,50.03,18.49,65.97,43.01,1
13.599,65.616,27.0,0.0,8.8,80.55,56.43,67.89,11.36,22.84,69.11,1
15.732,17.743,20.0,29.0,6.4,7.68,41.03,39.2,34.15,42.3,52.11,0
13.223,54.503,23.0,10.0,10.1,41.37,33.3,26.36,96.46,84.63,97.69,1
12.023,98.467,1.0,27.0,4.1,67.89,12.5,95.46,50.92,67.02,16.25,1
16.789,93.739,7.0,11.0,8.5,23.68,10.66,60.36,62.76,73.28,60.07,1
4.657,4.317,26.0,25.0,11.9,8.4,68.84,93.4,35.64,58.74,49.12,0
5.458,16.481,21.0,12.0,3.8,77.0,25.98,20.34,32.35,44.96,19.45,0
25.854,13.173,26.0,7.0,8.1,63.02,25.47,14.69,2.31,75.91,75.0,0
28.383,72.598,28.0,27.0,10.1,98.85,99.82,85.58,50.03,6.79,27.55,1
11.199,81.779,2.0,29.0,11.0,34.43,18.79,68.09,48.36,67.32,38.17,1
8.122,21.351,12.0,8.0,8.6,6.18,14.81,18.66,15.78,99.72,37.48,0
19.32,50.585,9.0,30.0,3.4,73.44,9.87,26.94,76.43,78.02,24.42,1
12.262,84.07,8.0,20.0,3.9,52.17,57.98,80.07,49.27,29.06,43.07,1
0.762,73.28,26.0,33.0,0.2,21.32,62.79,45.39,33.9,27.78,47.33,1
4.685,54.224,33.0,30.0,9.1,78.17,36.52,67.05,14.69,66.72,74.42,1
21.479,59.035,0.0,24.0,0.5,20.38,53.54,31.84,55.22,89.59,76.51,1
19.768,50.836,31.0,11.0,10.4,26.07,78.84,38.12,75.28,57.79,15.86,1
0.813,29.755,24.0,0.0,1.4,9.25,81.81,99.07,28.2,52.74,59.28,0
6.659,56.502,28.0,21.0,2.1,39.94,95.79,24.76,21.88,16.04,89.62,1
6.932,68.889,6.0,0.0,5.7,41.89,82.43,50.65,52.19,71.55,10.88,1
20.157,87.332,2.0,0.0,8.9,51.46,56.48,84.44,15.53,70.23,47.29,1
0.591,63.629,19.0,20.0,1.7,70.9,17.97,23.92,66.66,96.7,75.04,1
3.123,76.112,19.0,14.0,5.3,90.61,9.98,41.52,60.53,30.02,61.15,1
23.997,16.007,29.0,16.0,5.8,13.77,5.45,61.51,8.71,75.64,10.06,0
5.356,46.156,26.0,21.0,2.5,5.43,66.65,48.12,3.65,43.41,39.66,1
19.582,0.933,25.0,15.0,1.4,1.85,80.75,45.95,62.03,55.85,50.72,0
7.145,24.668,13.0,7.0,10.0,14.36,50.87,36.25,29.43,81.65,99.58,0
2.983,72.646,16.0,16.0,6.0,65.79,5.47,58.66,8.64,22.2,17.86,1
7.295,99.181,17.0,16.0,0.2,72.75,53.55,62.44,75.94,34.29,98.24,1
21.668,9.918,28.0,25.0,9.6,78.65,93.57,65.33,31.4,77.33,37.61,0
25.671,40.149,19.0,12.0,11.8,24.37,59.76,7.04,45.96,57.05,20.03,1
24.907,80.007,26.0,16.0,7.3,30.59,80.94,63.1,23.68,9.24,41.41,1
11.916,20.404,17.0,16.0,6.0,48.31,80.02,95.32,62.73,43.02,61.4,0
20.043,55.508,3.0,13.0,10.5,6.32,93.21,54.1,30.15,58.66,21.35,1
6.15,73.307,0.0,5.0,11.4,61.11,77.02,71.53,96.8,90.95,29.14,1
8.794,61.599,0.0,13.0,9.1,98.37,74.77,55.67,70.29,18.85,85.45,1
26.89,18.802,25.0,7.0,5.3,36.08,23.41,85.47,13.67,80.6,99.9,1
0.39,35.538,19.0,14.0,7.1,75.28,5.99,92.96,41.67,13.06,31.82,1
2.565,78.379,22.0,26.0,8.4,50.0,51.76,18.42,38.54,24.22,14.89,1
6.237,55.423,9.0,12.0,2.3,12.78,12.44,43.69,53.42,24.33,79.32,1
0.796,0.523,10.0,30.0,5.4,58.22,96.22,39.24,84.19,87.75,60.05,0
5.443,76.099,4.0,5.0,10.0,29.99,28.99,40.52,58.34,19.9,10.04,1
17.491,3.531,0.0,4.0,7.9,3.44,85.29,12.55,6.16,78.7,94.68,0
12.643,74.573,16.0,21.0,4.9,63.49,38.76,81.36,65.54,46.18,7.8,1
